================ Training Loss (Tue Nov 25 04:12:35 2025) ================
(epoch: 2, iters: 4, time: 0.182, data: 0.395) loss: 0.872 
(epoch: 3, iters: 8, time: 0.194, data: 0.005) loss: 0.775 
(epoch: 4, iters: 12, time: 0.177, data: 0.000) loss: 0.533 
(epoch: 5, iters: 16, time: 0.177, data: 0.005) loss: 0.445 
(epoch: 7, iters: 4, time: 0.191, data: 0.283) loss: 0.468 
(epoch: 8, iters: 8, time: 0.175, data: 0.000) loss: 0.460 
(epoch: 9, iters: 12, time: 0.177, data: 0.000) loss: 0.413 
(epoch: 10, iters: 16, time: 0.174, data: 0.000) loss: 0.436 
(epoch: 12, iters: 4, time: 0.177, data: 0.358) loss: 0.376 
(epoch: 13, iters: 8, time: 0.178, data: 0.000) loss: 0.280 
(epoch: 14, iters: 12, time: 0.174, data: 0.000) loss: 0.344 
(epoch: 15, iters: 16, time: 0.178, data: 0.005) loss: 0.289 
(epoch: 17, iters: 4, time: 0.175, data: 0.291) loss: 0.422 
(epoch: 18, iters: 8, time: 0.175, data: 0.000) loss: 0.236 
(epoch: 19, iters: 12, time: 0.178, data: 0.005) loss: 0.229 
(epoch: 20, iters: 16, time: 0.190, data: 0.000) loss: 0.226 
(epoch: 22, iters: 4, time: 0.196, data: 0.371) loss: 0.238 
(epoch: 23, iters: 8, time: 0.175, data: 0.010) loss: 0.494 
(epoch: 24, iters: 12, time: 0.192, data: 0.000) loss: 0.338 
(epoch: 25, iters: 16, time: 0.178, data: 0.005) loss: 0.273 
(epoch: 27, iters: 4, time: 0.177, data: 0.223) loss: 0.231 
(epoch: 28, iters: 8, time: 0.200, data: 0.000) loss: 0.226 
(epoch: 29, iters: 12, time: 0.179, data: 0.009) loss: 0.168 
(epoch: 30, iters: 16, time: 0.175, data: 0.000) loss: 0.164 
(epoch: 32, iters: 4, time: 0.198, data: 0.292) loss: 0.156 
(epoch: 33, iters: 8, time: 0.180, data: 0.000) loss: 0.147 
(epoch: 34, iters: 12, time: 0.180, data: 0.000) loss: 0.126 
(epoch: 35, iters: 16, time: 0.179, data: 0.005) loss: 0.151 
(epoch: 37, iters: 4, time: 0.181, data: 0.240) loss: 0.173 
(epoch: 38, iters: 8, time: 0.179, data: 0.009) loss: 0.122 
(epoch: 39, iters: 12, time: 0.177, data: 0.006) loss: 0.158 
(epoch: 40, iters: 16, time: 0.177, data: 0.005) loss: 0.148 
(epoch: 42, iters: 4, time: 0.180, data: 0.180) loss: 0.148 
(epoch: 43, iters: 8, time: 0.176, data: 0.000) loss: 0.177 
(epoch: 44, iters: 12, time: 0.175, data: 0.005) loss: 0.108 
(epoch: 45, iters: 16, time: 0.192, data: 0.005) loss: 0.109 
(epoch: 47, iters: 4, time: 0.177, data: 0.154) loss: 0.095 
(epoch: 48, iters: 8, time: 0.181, data: 0.000) loss: 0.095 
(epoch: 49, iters: 12, time: 0.175, data: 0.000) loss: 0.140 
(epoch: 50, iters: 16, time: 0.175, data: 0.005) loss: 0.100 
(epoch: 52, iters: 4, time: 0.178, data: 0.120) loss: 0.089 
(epoch: 53, iters: 8, time: 0.192, data: 0.018) loss: 0.095 
(epoch: 54, iters: 12, time: 0.187, data: 0.005) loss: 0.125 
(epoch: 55, iters: 16, time: 0.194, data: 0.005) loss: 0.115 
(epoch: 57, iters: 4, time: 0.194, data: 0.103) loss: 0.087 
(epoch: 58, iters: 8, time: 0.180, data: 0.013) loss: 0.078 
(epoch: 59, iters: 12, time: 0.192, data: 0.005) loss: 0.103 
(epoch: 60, iters: 16, time: 0.186, data: 0.000) loss: 0.079 
(epoch: 62, iters: 4, time: 0.198, data: 0.283) loss: 0.070 
(epoch: 63, iters: 8, time: 0.195, data: 0.011) loss: 0.100 
(epoch: 64, iters: 12, time: 0.181, data: 0.005) loss: 0.066 
(epoch: 65, iters: 16, time: 0.225, data: 0.005) loss: 0.065 
(epoch: 67, iters: 4, time: 0.215, data: 0.110) loss: 0.063 
(epoch: 68, iters: 8, time: 0.188, data: 0.000) loss: 0.061 
(epoch: 69, iters: 12, time: 0.183, data: 0.005) loss: 0.063 
(epoch: 70, iters: 16, time: 0.202, data: 0.000) loss: 0.063 
(epoch: 72, iters: 4, time: 0.192, data: 0.133) loss: 0.069 
(epoch: 73, iters: 8, time: 0.180, data: 0.000) loss: 0.076 
(epoch: 74, iters: 12, time: 0.180, data: 0.000) loss: 0.062 
(epoch: 75, iters: 16, time: 0.184, data: 0.005) loss: 0.066 
(epoch: 77, iters: 4, time: 0.182, data: 0.120) loss: 0.099 
(epoch: 78, iters: 8, time: 0.182, data: 0.005) loss: 0.102 
(epoch: 79, iters: 12, time: 0.184, data: 0.005) loss: 0.060 
(epoch: 80, iters: 16, time: 0.208, data: 0.000) loss: 0.066 
(epoch: 82, iters: 4, time: 0.193, data: 0.129) loss: 0.076 
(epoch: 83, iters: 8, time: 0.182, data: 0.005) loss: 0.112 
(epoch: 84, iters: 12, time: 0.198, data: 0.005) loss: 0.102 
(epoch: 85, iters: 16, time: 0.194, data: 0.005) loss: 0.069 
(epoch: 87, iters: 4, time: 0.181, data: 0.121) loss: 0.090 
(epoch: 88, iters: 8, time: 0.178, data: 0.005) loss: 0.091 
(epoch: 89, iters: 12, time: 0.181, data: 0.005) loss: 0.059 
(epoch: 90, iters: 16, time: 0.218, data: 0.005) loss: 0.057 
(epoch: 92, iters: 4, time: 0.188, data: 0.110) loss: 0.051 
(epoch: 93, iters: 8, time: 0.181, data: 0.000) loss: 0.082 
(epoch: 94, iters: 12, time: 0.221, data: 0.010) loss: 0.076 
(epoch: 95, iters: 16, time: 0.175, data: 0.007) loss: 0.078 
(epoch: 97, iters: 4, time: 0.179, data: 0.115) loss: 0.046 
(epoch: 98, iters: 8, time: 0.177, data: 0.000) loss: 0.047 
(epoch: 99, iters: 12, time: 0.177, data: 0.005) loss: 0.046 
(epoch: 100, iters: 16, time: 0.197, data: 0.006) loss: 0.069 
(epoch: 102, iters: 4, time: 0.183, data: 0.110) loss: 0.071 
(epoch: 103, iters: 8, time: 0.182, data: 0.000) loss: 0.073 
(epoch: 104, iters: 12, time: 0.196, data: 0.005) loss: 0.044 
(epoch: 105, iters: 16, time: 0.181, data: 0.000) loss: 0.070 
(epoch: 107, iters: 4, time: 0.185, data: 0.108) loss: 0.042 
(epoch: 108, iters: 8, time: 0.201, data: 0.029) loss: 0.064 
(epoch: 109, iters: 12, time: 0.178, data: 0.005) loss: 0.043 
(epoch: 110, iters: 16, time: 0.193, data: 0.000) loss: 0.065 
(epoch: 112, iters: 4, time: 0.199, data: 0.119) loss: 0.039 
(epoch: 113, iters: 8, time: 0.183, data: 0.000) loss: 0.042 
(epoch: 114, iters: 12, time: 0.205, data: 0.009) loss: 0.041 
(epoch: 115, iters: 16, time: 0.181, data: 0.005) loss: 0.065 
(epoch: 117, iters: 4, time: 0.178, data: 0.103) loss: 0.039 
(epoch: 118, iters: 8, time: 0.195, data: 0.000) loss: 0.064 
(epoch: 119, iters: 12, time: 0.178, data: 0.005) loss: 0.039 
(epoch: 120, iters: 16, time: 0.177, data: 0.005) loss: 0.038 
(epoch: 122, iters: 4, time: 0.193, data: 0.110) loss: 0.039 
(epoch: 123, iters: 8, time: 0.177, data: 0.000) loss: 0.039 
(epoch: 124, iters: 12, time: 0.178, data: 0.005) loss: 0.091 
(epoch: 125, iters: 16, time: 0.178, data: 0.000) loss: 0.423 
(epoch: 127, iters: 4, time: 0.189, data: 0.118) loss: 0.171 
(epoch: 128, iters: 8, time: 0.176, data: 0.000) loss: 0.221 
(epoch: 129, iters: 12, time: 0.181, data: 0.005) loss: 0.296 
(epoch: 130, iters: 16, time: 0.182, data: 0.005) loss: 0.134 
(epoch: 132, iters: 4, time: 0.178, data: 0.125) loss: 0.199 
(epoch: 133, iters: 8, time: 0.177, data: 0.000) loss: 0.122 
(epoch: 134, iters: 12, time: 0.186, data: 0.005) loss: 0.145 
(epoch: 135, iters: 16, time: 0.189, data: 0.000) loss: 0.095 
(epoch: 137, iters: 4, time: 0.183, data: 0.118) loss: 0.087 
(epoch: 138, iters: 8, time: 0.179, data: 0.000) loss: 0.110 
(epoch: 139, iters: 12, time: 0.208, data: 0.005) loss: 0.071 
(epoch: 140, iters: 16, time: 0.188, data: 0.005) loss: 0.071 
(epoch: 142, iters: 4, time: 0.178, data: 0.189) loss: 0.061 
(epoch: 143, iters: 8, time: 0.193, data: 0.000) loss: 0.086 
(epoch: 144, iters: 12, time: 0.181, data: 0.004) loss: 0.053 
(epoch: 145, iters: 16, time: 0.180, data: 0.005) loss: 0.061 
(epoch: 147, iters: 4, time: 0.194, data: 0.111) loss: 0.061 
(epoch: 148, iters: 8, time: 0.201, data: 0.011) loss: 0.079 
(epoch: 149, iters: 12, time: 0.179, data: 0.005) loss: 0.097 
(epoch: 150, iters: 16, time: 0.193, data: 0.005) loss: 0.058 
(epoch: 152, iters: 4, time: 0.187, data: 0.108) loss: 0.057 
(epoch: 153, iters: 8, time: 0.179, data: 0.006) loss: 0.055 
(epoch: 154, iters: 12, time: 0.202, data: 0.009) loss: 0.051 
(epoch: 155, iters: 16, time: 0.178, data: 0.000) loss: 0.078 
(epoch: 157, iters: 4, time: 0.193, data: 0.118) loss: 0.049 
(epoch: 158, iters: 8, time: 0.207, data: 0.000) loss: 0.071 
(epoch: 159, iters: 12, time: 0.177, data: 0.005) loss: 0.050 
(epoch: 160, iters: 16, time: 0.212, data: 0.005) loss: 0.046 
(epoch: 162, iters: 4, time: 0.212, data: 0.105) loss: 0.068 
(epoch: 163, iters: 8, time: 0.194, data: 0.000) loss: 0.042 
(epoch: 164, iters: 12, time: 0.215, data: 0.009) loss: 0.042 
(epoch: 165, iters: 16, time: 0.191, data: 0.005) loss: 0.043 
(epoch: 167, iters: 4, time: 0.203, data: 0.118) loss: 0.044 
(epoch: 168, iters: 8, time: 0.204, data: 0.005) loss: 0.041 
(epoch: 169, iters: 12, time: 0.181, data: 0.005) loss: 0.043 
(epoch: 170, iters: 16, time: 0.176, data: 0.005) loss: 0.066 
