================ Training Loss (Tue Nov 25 05:21:21 2025) ================
================ Training Loss (Tue Nov 25 05:21:34 2025) ================
(epoch: 2, iters: 4, time: 0.186, data: 0.440) loss: 0.662 
(epoch: 3, iters: 8, time: 0.198, data: 0.000) loss: 0.506 
(epoch: 4, iters: 12, time: 0.184, data: 0.000) loss: 0.312 
(epoch: 5, iters: 16, time: 0.183, data: 0.004) loss: 0.299 
(epoch: 7, iters: 4, time: 0.201, data: 0.293) loss: 0.188 
(epoch: 8, iters: 8, time: 0.182, data: 0.000) loss: 0.139 
(epoch: 9, iters: 12, time: 0.180, data: 0.000) loss: 0.154 
(epoch: 10, iters: 16, time: 0.181, data: 0.005) loss: 0.123 
(epoch: 12, iters: 4, time: 0.187, data: 0.215) loss: 0.109 
(epoch: 13, iters: 8, time: 0.184, data: 0.014) loss: 0.119 
(epoch: 14, iters: 12, time: 0.179, data: 0.000) loss: 0.123 
(epoch: 15, iters: 16, time: 0.181, data: 0.005) loss: 0.120 
(epoch: 17, iters: 4, time: 0.197, data: 0.155) loss: 0.128 
(epoch: 18, iters: 8, time: 0.176, data: 0.005) loss: 0.103 
(epoch: 19, iters: 12, time: 0.183, data: 0.005) loss: 0.100 
(epoch: 20, iters: 16, time: 0.182, data: 0.005) loss: 0.112 
(epoch: 22, iters: 4, time: 0.178, data: 0.222) loss: 0.095 
(epoch: 23, iters: 8, time: 0.177, data: 0.000) loss: 0.086 
(epoch: 24, iters: 12, time: 0.184, data: 0.000) loss: 0.090 
(epoch: 25, iters: 16, time: 0.182, data: 0.005) loss: 0.084 
(epoch: 27, iters: 4, time: 0.181, data: 0.226) loss: 0.085 
(epoch: 28, iters: 8, time: 0.182, data: 0.013) loss: 0.071 
(epoch: 29, iters: 12, time: 0.177, data: 0.005) loss: 0.071 
(epoch: 30, iters: 16, time: 0.194, data: 0.005) loss: 0.060 
(epoch: 32, iters: 4, time: 0.196, data: 0.215) loss: 0.062 
(epoch: 33, iters: 8, time: 0.180, data: 0.000) loss: 0.062 
(epoch: 34, iters: 12, time: 0.202, data: 0.000) loss: 0.057 
(epoch: 35, iters: 16, time: 0.177, data: 0.005) loss: 0.054 
(epoch: 37, iters: 4, time: 0.185, data: 0.450) loss: 0.067 
(epoch: 38, iters: 8, time: 0.198, data: 0.000) loss: 0.058 
(epoch: 39, iters: 12, time: 0.184, data: 0.000) loss: 0.052 
(epoch: 40, iters: 16, time: 0.183, data: 0.000) loss: 0.052 
(epoch: 42, iters: 4, time: 0.199, data: 0.118) loss: 0.057 
(epoch: 43, iters: 8, time: 0.178, data: 0.000) loss: 0.051 
(epoch: 44, iters: 12, time: 0.194, data: 0.009) loss: 0.047 
(epoch: 45, iters: 16, time: 0.178, data: 0.005) loss: 0.051 
(epoch: 47, iters: 4, time: 0.182, data: 0.166) loss: 0.047 
(epoch: 48, iters: 8, time: 0.194, data: 0.000) loss: 0.050 
