================ Training Loss (Thu Nov 20 03:58:34 2025) ================
(epoch: 1, iters: 10, time: 0.235, data: 0.081) loss: 0.585 
(epoch: 2, iters: 4, time: 0.231, data: 0.002) loss: 0.496 
(epoch: 2, iters: 14, time: 0.236, data: 0.000) loss: 0.480 
(epoch: 3, iters: 8, time: 0.232, data: 0.002) loss: 0.290 
(epoch: 4, iters: 2, time: 0.234, data: 0.006) loss: 0.404 
(epoch: 4, iters: 12, time: 0.232, data: 0.004) loss: 0.260 
(epoch: 5, iters: 6, time: 0.231, data: 0.000) loss: 0.218 
(epoch: 5, iters: 16, time: 0.234, data: 0.000) loss: 0.264 
(epoch: 6, iters: 10, time: 0.235, data: 0.094) loss: 0.218 
(epoch: 7, iters: 4, time: 0.237, data: 0.002) loss: 0.165 
(epoch: 7, iters: 14, time: 0.233, data: 0.000) loss: 0.184 
(epoch: 8, iters: 8, time: 0.234, data: 0.002) loss: 0.194 
(epoch: 9, iters: 2, time: 0.232, data: 0.004) loss: 0.164 
(epoch: 9, iters: 12, time: 0.232, data: 0.004) loss: 0.140 
(epoch: 10, iters: 6, time: 0.236, data: 0.000) loss: 0.163 
(epoch: 10, iters: 16, time: 0.235, data: 0.000) loss: 0.199 
(epoch: 11, iters: 10, time: 0.245, data: 0.094) loss: 0.114 
(epoch: 12, iters: 4, time: 0.235, data: 0.000) loss: 0.183 
(epoch: 12, iters: 14, time: 0.234, data: 0.000) loss: 0.164 
(epoch: 13, iters: 8, time: 0.235, data: 0.000) loss: 0.131 
(epoch: 14, iters: 2, time: 0.257, data: 0.006) loss: 0.194 
(epoch: 14, iters: 12, time: 0.252, data: 0.007) loss: 0.188 
(epoch: 15, iters: 6, time: 0.235, data: 0.000) loss: 0.116 
(epoch: 15, iters: 16, time: 0.230, data: 0.000) loss: 0.154 
(epoch: 16, iters: 10, time: 0.236, data: 0.096) loss: 0.084 
(epoch: 17, iters: 4, time: 0.231, data: 0.000) loss: 0.111 
(epoch: 17, iters: 14, time: 0.238, data: 0.002) loss: 0.151 
(epoch: 18, iters: 8, time: 0.235, data: 0.002) loss: 0.084 
(epoch: 19, iters: 2, time: 0.234, data: 0.004) loss: 0.095 
(epoch: 19, iters: 12, time: 0.234, data: 0.006) loss: 0.138 
(epoch: 20, iters: 6, time: 0.230, data: 0.000) loss: 0.126 
(epoch: 20, iters: 16, time: 0.229, data: 0.000) loss: 0.120 
(epoch: 21, iters: 10, time: 0.234, data: 0.093) loss: 0.095 
(epoch: 22, iters: 4, time: 0.232, data: 0.002) loss: 0.075 
(epoch: 22, iters: 14, time: 0.230, data: 0.002) loss: 0.090 
(epoch: 23, iters: 8, time: 0.230, data: 0.002) loss: 0.076 
(epoch: 24, iters: 2, time: 0.234, data: 0.006) loss: 0.087 
(epoch: 24, iters: 12, time: 0.234, data: 0.004) loss: 0.072 
(epoch: 25, iters: 6, time: 0.231, data: 0.000) loss: 0.096 
(epoch: 25, iters: 16, time: 0.228, data: 0.000) loss: 0.070 
(epoch: 26, iters: 10, time: 0.244, data: 0.099) loss: 0.091 
(epoch: 27, iters: 4, time: 0.233, data: 0.000) loss: 0.109 
(epoch: 27, iters: 14, time: 0.233, data: 0.002) loss: 0.080 
(epoch: 28, iters: 8, time: 0.235, data: 0.002) loss: 0.060 
(epoch: 29, iters: 2, time: 0.230, data: 0.006) loss: 0.077 
(epoch: 29, iters: 12, time: 0.232, data: 0.004) loss: 0.063 
(epoch: 30, iters: 6, time: 0.232, data: 0.000) loss: 0.051 
(epoch: 30, iters: 16, time: 0.228, data: 0.000) loss: 0.091 
(epoch: 31, iters: 10, time: 0.238, data: 0.099) loss: 0.054 
(epoch: 32, iters: 4, time: 0.236, data: 0.002) loss: 0.097 
(epoch: 32, iters: 14, time: 0.239, data: 0.000) loss: 0.063 
(epoch: 33, iters: 8, time: 0.238, data: 0.001) loss: 0.066 
(epoch: 34, iters: 2, time: 0.238, data: 0.002) loss: 0.053 
(epoch: 34, iters: 12, time: 0.235, data: 0.004) loss: 0.079 
(epoch: 35, iters: 6, time: 0.234, data: 0.000) loss: 0.036 
(epoch: 35, iters: 16, time: 0.235, data: 0.004) loss: 0.080 
(epoch: 36, iters: 10, time: 0.234, data: 0.089) loss: 0.040 
(epoch: 37, iters: 4, time: 0.240, data: 0.002) loss: 0.046 
(epoch: 37, iters: 14, time: 0.230, data: 0.000) loss: 0.047 
(epoch: 38, iters: 8, time: 0.238, data: 0.002) loss: 0.078 
(epoch: 39, iters: 2, time: 0.236, data: 0.004) loss: 0.075 
(epoch: 39, iters: 12, time: 0.232, data: 0.005) loss: 0.058 
(epoch: 40, iters: 6, time: 0.236, data: 0.000) loss: 0.061 
(epoch: 40, iters: 16, time: 0.228, data: 0.000) loss: 0.092 
(epoch: 41, iters: 10, time: 0.235, data: 0.092) loss: 0.104 
(epoch: 42, iters: 4, time: 0.236, data: 0.002) loss: 0.080 
(epoch: 42, iters: 14, time: 0.230, data: 0.000) loss: 0.072 
(epoch: 43, iters: 8, time: 0.232, data: 0.002) loss: 0.074 
(epoch: 44, iters: 2, time: 0.236, data: 0.004) loss: 0.061 
(epoch: 44, iters: 12, time: 0.230, data: 0.005) loss: 0.045 
(epoch: 45, iters: 6, time: 0.236, data: 0.000) loss: 0.037 
(epoch: 45, iters: 16, time: 0.231, data: 0.000) loss: 0.071 
(epoch: 46, iters: 10, time: 0.235, data: 0.092) loss: 0.049 
(epoch: 47, iters: 4, time: 0.234, data: 0.002) loss: 0.059 
(epoch: 47, iters: 14, time: 0.231, data: 0.000) loss: 0.043 
(epoch: 48, iters: 8, time: 0.245, data: 0.002) loss: 0.039 
(epoch: 49, iters: 2, time: 0.296, data: 0.004) loss: 0.110 
(epoch: 49, iters: 12, time: 0.232, data: 0.007) loss: 0.042 
(epoch: 50, iters: 6, time: 0.237, data: 0.000) loss: 0.075 
(epoch: 50, iters: 16, time: 0.235, data: 0.000) loss: 0.064 
(epoch: 51, iters: 10, time: 0.231, data: 0.092) loss: 0.072 
(epoch: 52, iters: 4, time: 0.235, data: 0.000) loss: 0.072 
(epoch: 52, iters: 14, time: 0.231, data: 0.000) loss: 0.040 
(epoch: 53, iters: 8, time: 0.230, data: 0.002) loss: 0.071 
(epoch: 54, iters: 2, time: 0.231, data: 0.005) loss: 0.054 
(epoch: 54, iters: 12, time: 0.234, data: 0.006) loss: 0.043 
(epoch: 55, iters: 6, time: 0.229, data: 0.000) loss: 0.064 
(epoch: 55, iters: 16, time: 0.236, data: 0.000) loss: 0.042 
(epoch: 56, iters: 10, time: 0.236, data: 0.094) loss: 0.030 
(epoch: 57, iters: 4, time: 0.230, data: 0.000) loss: 0.040 
(epoch: 57, iters: 14, time: 0.231, data: 0.002) loss: 0.051 
(epoch: 58, iters: 8, time: 0.237, data: 0.002) loss: 0.030 
(epoch: 59, iters: 2, time: 0.235, data: 0.007) loss: 0.088 
(epoch: 59, iters: 12, time: 0.245, data: 0.006) loss: 0.049 
(epoch: 60, iters: 6, time: 0.242, data: 0.000) loss: 0.068 
(epoch: 60, iters: 16, time: 0.230, data: 0.000) loss: 0.040 
(epoch: 61, iters: 10, time: 0.233, data: 0.092) loss: 0.031 
(epoch: 62, iters: 4, time: 0.234, data: 0.002) loss: 0.051 
(epoch: 62, iters: 14, time: 0.238, data: 0.002) loss: 0.024 
(epoch: 63, iters: 8, time: 0.235, data: 0.001) loss: 0.034 
(epoch: 64, iters: 2, time: 0.231, data: 0.002) loss: 0.023 
(epoch: 64, iters: 12, time: 0.233, data: 0.006) loss: 0.034 
(epoch: 65, iters: 6, time: 0.237, data: 0.000) loss: 0.032 
(epoch: 65, iters: 16, time: 0.238, data: 0.000) loss: 0.067 
(epoch: 66, iters: 10, time: 0.234, data: 0.098) loss: 0.033 
(epoch: 67, iters: 4, time: 0.229, data: 0.002) loss: 0.032 
(epoch: 67, iters: 14, time: 0.232, data: 0.000) loss: 0.050 
(epoch: 68, iters: 8, time: 0.231, data: 0.001) loss: 0.032 
(epoch: 69, iters: 2, time: 0.234, data: 0.006) loss: 0.046 
(epoch: 69, iters: 12, time: 0.233, data: 0.003) loss: 0.058 
(epoch: 70, iters: 6, time: 0.229, data: 0.003) loss: 0.031 
(epoch: 70, iters: 16, time: 0.228, data: 0.000) loss: 0.073 
(epoch: 71, iters: 10, time: 0.236, data: 0.092) loss: 0.068 
(epoch: 72, iters: 4, time: 0.232, data: 0.002) loss: 0.037 
(epoch: 72, iters: 14, time: 0.234, data: 0.002) loss: 0.026 
(epoch: 73, iters: 8, time: 0.236, data: 0.002) loss: 0.036 
(epoch: 74, iters: 2, time: 0.230, data: 0.006) loss: 0.034 
(epoch: 74, iters: 12, time: 0.229, data: 0.004) loss: 0.052 
(epoch: 75, iters: 6, time: 0.233, data: 0.000) loss: 0.038 
(epoch: 75, iters: 16, time: 0.231, data: 0.000) loss: 0.034 
(epoch: 76, iters: 10, time: 0.236, data: 0.096) loss: 0.072 
(epoch: 77, iters: 4, time: 0.228, data: 0.000) loss: 0.065 
(epoch: 77, iters: 14, time: 0.232, data: 0.002) loss: 0.092 
(epoch: 78, iters: 8, time: 0.232, data: 0.002) loss: 0.055 
(epoch: 79, iters: 2, time: 0.229, data: 0.004) loss: 0.273 
(epoch: 79, iters: 12, time: 0.228, data: 0.004) loss: 0.165 
(epoch: 80, iters: 6, time: 0.234, data: 0.000) loss: 0.137 
(epoch: 80, iters: 16, time: 0.234, data: 0.000) loss: 0.169 
(epoch: 81, iters: 10, time: 0.231, data: 0.093) loss: 0.157 
(epoch: 82, iters: 4, time: 0.229, data: 0.002) loss: 0.145 
(epoch: 82, iters: 14, time: 0.231, data: 0.002) loss: 0.140 
(epoch: 83, iters: 8, time: 0.230, data: 0.002) loss: 0.119 
(epoch: 84, iters: 2, time: 0.234, data: 0.007) loss: 0.103 
(epoch: 84, iters: 12, time: 0.237, data: 0.006) loss: 0.075 
(epoch: 85, iters: 6, time: 0.233, data: 0.000) loss: 0.083 
(epoch: 85, iters: 16, time: 0.296, data: 0.000) loss: 0.078 
(epoch: 86, iters: 10, time: 0.238, data: 0.098) loss: 0.056 
(epoch: 87, iters: 4, time: 0.233, data: 0.002) loss: 0.077 
(epoch: 87, iters: 14, time: 0.242, data: 0.002) loss: 0.063 
(epoch: 88, iters: 8, time: 0.236, data: 0.002) loss: 0.091 
(epoch: 89, iters: 2, time: 0.235, data: 0.006) loss: 0.069 
(epoch: 89, iters: 12, time: 0.236, data: 0.006) loss: 0.058 
(epoch: 90, iters: 6, time: 0.235, data: 0.000) loss: 0.038 
(epoch: 90, iters: 16, time: 0.231, data: 0.000) loss: 0.035 
(epoch: 91, iters: 10, time: 0.235, data: 0.089) loss: 0.066 
(epoch: 92, iters: 4, time: 0.232, data: 0.002) loss: 0.076 
(epoch: 92, iters: 14, time: 0.228, data: 0.002) loss: 0.075 
(epoch: 93, iters: 8, time: 0.235, data: 0.002) loss: 0.042 
(epoch: 94, iters: 2, time: 0.231, data: 0.006) loss: 0.030 
(epoch: 94, iters: 12, time: 0.302, data: 0.006) loss: 0.057 
(epoch: 95, iters: 6, time: 0.234, data: 0.000) loss: 0.044 
(epoch: 95, iters: 16, time: 0.231, data: 0.000) loss: 0.027 
(epoch: 96, iters: 10, time: 0.231, data: 0.093) loss: 0.045 
(epoch: 97, iters: 4, time: 0.234, data: 0.002) loss: 0.063 
(epoch: 97, iters: 14, time: 0.252, data: 0.002) loss: 0.070 
(epoch: 98, iters: 8, time: 0.234, data: 0.002) loss: 0.064 
(epoch: 99, iters: 2, time: 0.232, data: 0.006) loss: 0.067 
(epoch: 99, iters: 12, time: 0.234, data: 0.004) loss: 0.033 
(epoch: 100, iters: 6, time: 0.233, data: 0.000) loss: 0.036 
(epoch: 100, iters: 16, time: 0.231, data: 0.000) loss: 0.026 
(epoch: 101, iters: 10, time: 0.231, data: 0.094) loss: 0.037 
(epoch: 102, iters: 4, time: 0.230, data: 0.000) loss: 0.034 
(epoch: 102, iters: 14, time: 0.231, data: 0.002) loss: 0.027 
(epoch: 103, iters: 8, time: 0.295, data: 0.002) loss: 0.038 
(epoch: 104, iters: 2, time: 0.235, data: 0.004) loss: 0.064 
(epoch: 104, iters: 12, time: 0.230, data: 0.004) loss: 0.081 
(epoch: 105, iters: 6, time: 0.236, data: 0.000) loss: 0.066 
(epoch: 105, iters: 16, time: 0.279, data: 0.000) loss: 0.031 
(epoch: 106, iters: 10, time: 0.230, data: 0.094) loss: 0.079 
(epoch: 107, iters: 4, time: 0.239, data: 0.000) loss: 0.081 
(epoch: 107, iters: 14, time: 0.233, data: 0.002) loss: 0.049 
(epoch: 108, iters: 8, time: 0.247, data: 0.002) loss: 0.033 
(epoch: 109, iters: 2, time: 0.232, data: 0.005) loss: 0.026 
(epoch: 109, iters: 12, time: 0.229, data: 0.004) loss: 0.048 
(epoch: 110, iters: 6, time: 0.230, data: 0.000) loss: 0.033 
(epoch: 110, iters: 16, time: 0.233, data: 0.000) loss: 0.071 
(epoch: 111, iters: 10, time: 0.229, data: 0.097) loss: 0.032 
(epoch: 112, iters: 4, time: 0.232, data: 0.000) loss: 0.047 
(epoch: 112, iters: 14, time: 0.236, data: 0.000) loss: 0.070 
(epoch: 113, iters: 8, time: 0.229, data: 0.002) loss: 0.046 
(epoch: 114, iters: 2, time: 0.237, data: 0.004) loss: 0.025 
(epoch: 114, iters: 12, time: 0.230, data: 0.006) loss: 0.063 
(epoch: 115, iters: 6, time: 0.298, data: 0.000) loss: 0.071 
(epoch: 115, iters: 16, time: 0.236, data: 0.000) loss: 0.025 
